what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384566828
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384603765
activated,view,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.views.SearchView,1242384614578
executed,command,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.performTextSearchWorkspace,1242384614734
executed,command,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.performTextSearchWorkspace,1242384618000
activated,editor,org.eclipse.dltk.ruby.ui,1.0.0.v20081208-2006,org.eclipse.dltk.ruby.ui.editor.RubyEditor,1242384621000
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1242384634984
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384644109
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384654984
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384680796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384685640
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1242384693093
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1242384693531
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1242384694218
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1242384697546
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384699781
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384888937
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1242384894906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384896312
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384950125
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1242384958578
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1242384965953
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384968593
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242384996984
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1242385014718
